Sequence_ID,GC_content
PsbA-nuc-Synechococcus_sp_PROS-U-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___f6736131e6ce17a6521ec267a1a6c9f72dae680aece801f246e4e87a,59.94
PsbA-nuc-Synechococcus_sp_PROS-U-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___9691c5e52ff3f7c2c5f268d38a96b61495405389d922cd8c480cfa91,59.94
PsbA-nuc-Synechococcus_sp_RCC307.fa_2Z87P.faa.final_tree.fa___photo_hmms___d5b6d1bd9403678f21a7ed666ca777e490fc60c3cdea00648a97a848,60.72
PsbA-nuc-Synechococcus_sp_RCC307.fa_2Z87P.faa.final_tree.fa___photo_hmms___6b6d2b39211b4371c7574e1b06d8fd3f1197430f1c8840b4625965fd,59.81
PsbA-nuc-Synechococcus_sp_RCC307.fa_2Z87P.faa.final_tree.fa___photo_hmms___2381758ea4e09fcf0f09fd0df7cc025b8c338675da15612a9eba722d,58.12
PsbA-nuc-Synechococcus_sp_RCC307.fa_2Z87P.faa.final_tree.fa___photo_hmms___4cf341dd990ccabe6feb3dc92f5f28b7f5482b8ca9a35872a3969b27,60.25
PsbA-nuc-Synechococcus_sp_RCC307.fa_2Z87P.faa.final_tree.fa___photo_hmms___853a2f938c0a1a2f9730f30afac6afd214dc51fdd559decbf558f05f,60.0
PsbA-nuc-Synechococcus_sp_RCC307.fa_2Z87P.faa.final_tree.fa___photo_hmms___36c61f9121f5fd310345534543e0afec78b9f284cff8b73e113e90ea,60.19
PsbA-nuc-Synechococcus_sp_ROS8604.fa_2Z87P.faa.final_tree.fa___photo_hmms___e2708a22693b25a78240915b01ea1113413f783c6f83bd6b27f678aa,55.74
PsbA-nuc-Synechococcus_sp_ROS8604.fa_2Z87P.faa.final_tree.fa___photo_hmms___56be167bd82d3ec76c19aaa7aefd8ba4195112111c8a2593abe769ba,55.74
PsbA-nuc-Synechococcus_sp_ROS8604.fa_2Z87P.faa.final_tree.fa___photo_hmms___765488e5dd7fdcf51d5578344f67bd3aa93b89e0da7a8b0f3b3bbbc6,55.74
PsbA-nuc-Synechococcus_sp_ROS8604.fa_2Z87P.faa.final_tree.fa___photo_hmms___6d309bd4482000655ff5536b30425d3102b492b2df8cc9820d723117,55.4
PsbA-nuc-Synechococcus_sp_ROS8604.fa_2Z87P.faa.final_tree.fa___photo_hmms___f6043e2e5993e080caf462750436249c4c6a74105e1be0325ae0654e,55.74
PsbA-nuc-Synechococcus_sp_ROS8604.fa_2Z87P.faa.final_tree.fa___photo_hmms___b8b543a317a1f55cc82dd9c55dd256fa40432006fdcc71c5073ff2a1,55.65
PsbA-nuc-Synechococcus_sp_ROS8604.fa_2Z87P.faa.final_tree.fa___photo_hmms___b295aea2361af2efd90ca4efd2b4d0dec9fd89e53d48bd6ff26d46a7,54.87
PsbA-nuc-Synechococcus_sp_ROS8604.fa_2Z87P.faa.final_tree.fa___photo_hmms___404f7fe126eb89df98e1a53b8093dfa26ae9419e15fade6e4fa2850f,55.74
PsbA-nuc-Synechococcus_sp_ROS8604.fa_2Z87P.faa.final_tree.fa___photo_hmms___4b7a4ac114006276baac0ec63185d0ca250ff946fcd331bb410ac3dc,55.68
PsbA-nuc-Synechococcus_sp_RS9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___7887b6451e46c9f82be1dbf73d5fdca453070ef4984c83eed5c803aa,59.81
PsbA-nuc-Synechococcus_sp_RS9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___15642a19349bd8410d8b0b75f72a3ea8be36df8e862943cae3f14fff,60.7
PsbA-nuc-Synechococcus_sp_RS9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___f79f4fa771b68c2c397d5850b9c4b4f1549b738ceee403aac67b8c1a,58.77
PsbA-nuc-Synechococcus_sp_RS9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___84491ba669515c8f472cf7d516ac87cdc6f70edc32583672edc18fbf,59.81
PsbA-nuc-Synechococcus_sp_RS9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___677ded8fa77fa00f78cbd2da2de8f698d64742538421da5f842bdb70,61.08
PsbA-nuc-Synechococcus_sp_RS9907.fa_2Z87P.faa.final_tree.fa___photo_hmms___a314642a58b26844f9e097896ca38b1b195cafbdaf7ecac0693c6fe9,59.54
PsbA-nuc-Synechococcus_sp_RS9907.fa_2Z87P.faa.final_tree.fa___photo_hmms___5aadfa50109764b6113b3aec2ba1c75c3c14dc9eada0400084d43afd,59.54
PsbA-nuc-Synechococcus_sp_RS9907.fa_2Z87P.faa.final_tree.fa___photo_hmms___d931b032040040b61c2a34f85669a1677748937d87cd5ff40f53b0da,58.4
PsbA-nuc-Synechococcus_sp_RS9907.fa_2Z87P.faa.final_tree.fa___photo_hmms___790c00ac9ba94c43db6fde1cb087fab62829e85e2e7ad2a6a5dfffc2,59.54
PsbA-nuc-Synechococcus_sp_RS9907.fa_2Z87P.faa.final_tree.fa___photo_hmms___651a62b56cee05c7a57fde09fd98f4629537c4bfd59ae259846ab432,60.61
PsbA-nuc-Synechococcus_sp_RS9907.fa_2Z87P.faa.final_tree.fa___photo_hmms___032e0d12cd1ece56948c3796eaff8294184e8615e85b765de4be678e,61.27
PsbA-nuc-Synechococcus_sp_RS9909.fa_2Z87P.faa.final_tree.fa___photo_hmms___49028e74d2b21575c2135188ad32fe96b42c506690fe80ea5d5722cf,60.93
PsbA-nuc-Synechococcus_sp_RS9909.fa_2Z87P.faa.final_tree.fa___photo_hmms___5254f93ec375ceb931f781565146f628d3716c38b626d7f081b08c49,61.17
PsbA-nuc-Synechococcus_sp_RS9909.fa_2Z87P.faa.final_tree.fa___photo_hmms___ec81be47b16ee078dccf9a547b51fd88c5c85723edf084b1baf680f1,60.19
PsbA-nuc-Synechococcus_sp_RS9909.fa_2Z87P.faa.final_tree.fa___photo_hmms___8f384c5ae734d743df12390d2d0fa5e564d7af66f83321e477bdc386,59.33
PsbA-nuc-Synechococcus_sp_RS9909.fa_2Z87P.faa.final_tree.fa___photo_hmms___92f3beb0eec50e8ae8391a2c1f6d3fcf487a81da4f5185c9e5130dc3,61.11
PsbA-nuc-Synechococcus_sp_RS9909.fa_2Z87P.faa.final_tree.fa___photo_hmms___444388f769904726f6e9ddcb70c2962eec4effb0c31c7c6c47b4b827,61.17
PsbA-nuc-Synechococcus_sp_RSCCF101.fa_2Z87P.faa.final_tree.fa___photo_hmms___b4c73ba99d6297c7dbc844b5235155836e61ec5f1d671e22ea297342,62.49
PsbA-nuc-Synechococcus_sp_RSCCF101.fa_2Z87P.faa.final_tree.fa___photo_hmms___b5cbc7f86d75933378d3870aadc88f7327c7c358be030a556724c8c4,61.67
PsbA-nuc-Synechococcus_sp_RSCCF101.fa_2Z87P.faa.final_tree.fa___photo_hmms___772108e32140bfc2ab979d2e080afca79ab36eefe8ae961e1290a242,62.22
PsbA-nuc-Synechococcus_sp_RSCCF101.fa_2Z87P.faa.final_tree.fa___photo_hmms___07dcd0fe533affb80e7bafb36ba3e9c9024eda4ac77bd76da1379e4d,61.76
PsbA-nuc-Synechococcus_sp_RSCCF101.fa_2Z87P.faa.final_tree.fa___photo_hmms___60fb5acd1884a8dfedd75c52ffc65aa423be886d9b0ad1efdb30df41,62.5
PsbA-nuc-Synechococcus_sp_RSCCF101.fa_2Z87P.faa.final_tree.fa___photo_hmms___0fff22e742b9106bf83ef41748c86d8150604b99d1fb1be378f73036,61.76
PsbA-nuc-Synechococcus_sp_SYN20.fa_2Z87P.faa.final_tree.fa___photo_hmms___98cc3b07a378ef38d1d549968fd4f6f1c2d3c7223544c31d8b01a1dc,55.19
PsbA-nuc-Synechococcus_sp_SYN20.fa_2Z87P.faa.final_tree.fa___photo_hmms___b5aa45fdcbe6cd7f7f39ca676850ccab1a659a55652e284e94f82f15,55.65
PsbA-nuc-Synechococcus_sp_SYN20.fa_2Z87P.faa.final_tree.fa___photo_hmms___c0bd4e3bef55bf14839ada663b5c322f22bfc9475ee7935ec54620a1,54.02
PsbA-nuc-Synechococcus_sp_SYN20.fa_2Z87P.faa.final_tree.fa___photo_hmms___25951c3f9da4ab52b407eb55ae5ababfbb966c58665ed39e2efc390c,55.46
PsbA-nuc-Synechococcus_sp_SYN20.fa_2Z87P.faa.final_tree.fa___photo_hmms___1bed1f4b5e75c533c53277e06b3984f77d4e732e4353c5f8a2e1d6ec,55.06
PsbA-nuc-Synechococcus_sp_SYN20.fa_2Z87P.faa.final_tree.fa___photo_hmms___57fcc23296fee5c3de4302f9bb94fcad1459a457e1c8f5bdf70666ff,55.19
PsbA-nuc-Synechococcus_sp_SYN20.fa_2Z87P.faa.final_tree.fa___photo_hmms___e1308f9a2abf92f322b0c8fdda61ca89f88d8fd5c4718b234b4a8c52,54.36
PsbA-nuc-Synechococcus_sp_SynAce01.fa_2Z87P.faa.final_tree.fa___photo_hmms___ffaca2f4a818a8940b8b6016d790d89297ebae5d03a8ccc4f1c9dbb1,61.85
PsbA-nuc-Synechococcus_sp_SynAce01.fa_2Z87P.faa.final_tree.fa___photo_hmms___4b917b419deba6a622a157efba36587ca0edf0ec529eafee2c5de912,60.28
PsbA-nuc-Synechococcus_sp_SynAce01.fa_2Z87P.faa.final_tree.fa___photo_hmms___8d4d142a99c1d2dc2dc3598a22e9732a08bcfcc56323c442fba2a37d,60.46
PsbA-nuc-Synechococcus_sp_SynAce01.fa_2Z87P.faa.final_tree.fa___photo_hmms___6dfefeaf94e702e05c870e951a593e0b31d944afcf5d5910e6bc03ca,60.46
PsbA-nuc-Synechococcus_sp_SynAce01.fa_2Z87P.faa.final_tree.fa___photo_hmms___0a0b0b04cf53caed30fff54bba747c57ab9d3817d4790b1ee4433048,58.25
PsbA-nuc-Synechococcus_sp_SynAce01.fa_2Z87P.faa.final_tree.fa___photo_hmms___79e22e24a5aa4cde63643bcf28c5fac6c8980e6008755e93b696fbe7,59.42
PsbA-nuc-Synechococcus_sp_SynAce01.fa_2Z87P.faa.final_tree.fa___photo_hmms___c89cf6a87b9b493f36adf1c976af330f533aa6e320a2b7497f060b4e,58.33
PsbA-nuc-Synechococcus_sp_SynAce01.fa_2Z87P.faa.final_tree.fa___photo_hmms___5b87709acb69c03c283343ce9cec7e02648a70f51920782555b6df96,60.69
PsbA-nuc-Synechococcus_sp_TAK9802.fa_2Z87P.faa.final_tree.fa___photo_hmms___1f9f01f095c0eb5d933314124732bbaa2b16dd0ba067dcd71980395a,60.0
PsbA-nuc-Synechococcus_sp_TAK9802.fa_2Z87P.faa.final_tree.fa___photo_hmms___ebefb0ae0abc3bdb68069dd998299c4bf0dadec3308da5a60cd621d2,60.0
PsbA-nuc-Synechococcus_sp_TAK9802.fa_2Z87P.faa.final_tree.fa___photo_hmms___52ec45aa6f98e24a5d538d25c78f38161e37670fe1ed950fefabb7f3,58.5
PsbA-nuc-Synechococcus_sp_TAK9802.fa_2Z87P.faa.final_tree.fa___photo_hmms___f29726cf4247acc004f8825a299278a1b1c0d24694464b18b3b675f6,60.7
PsbA-nuc-Synechococcus_sp_TAK9802.fa_2Z87P.faa.final_tree.fa___photo_hmms___8ae278ee9038c7bc4453cb2954a2b448992cfbaea1c3eddf2ba9db63,57.52
PsbA-nuc-Synechococcus_sp_TAK9802.fa_2Z87P.faa.final_tree.fa___photo_hmms___81fbf50df871ff2711582be04e8497fb07540e97819f296b6ad705d2,60.89
PsbA-nuc-Synechococcus_sp_UTEX_2973.fa_2Z87P.faa.final_tree.fa___photo_hmms___696f30cb312f4ea98d59dfda92a82b024194c565aad6db61c82db49b,55.22
PsbA-nuc-Synechococcus_sp_UTEX_2973.fa_2Z87P.faa.final_tree.fa___photo_hmms___5d6616964750e1aaaadb4e9a7248b86b9bba2a9f9ae7e068c5115406,57.32
PsbA-nuc-Synechococcus_sp_UTEX_2973.fa_2Z87P.faa.final_tree.fa___photo_hmms___a5162d7a6c4a2569323376d5cbaaada128375b4fed5da32d2e511fe9,56.51
PsbA-nuc-Synechococcus_sp_UTEX_2973.fa_2Z87P.faa.final_tree.fa___photo_hmms___1e50dcfcef4b6bb6a63ac5a47db57c54a0092726ae178715565420af,56.6
PsbA-nuc-Synechococcus_sp_UTEX_2973.fa_2Z87P.faa.final_tree.fa___photo_hmms___9c1ffff038949fb025f6d395c10c7fea56db227e487478228e24dc9d,57.32
PsbA-nuc-Synechococcus_sp_WH_7803.fa_2Z87P.faa.final_tree.fa___photo_hmms___4fb88ecaa4bb4a3a951d36fb490bdb46f925fe98d97ed6f1772288d9,60.65
PsbA-nuc-Synechococcus_sp_WH_7803.fa_2Z87P.faa.final_tree.fa___photo_hmms___b628614a528d3a98dd8c18d8315ebad7ac50797a6f844afde17e76c1,58.77
PsbA-nuc-Synechococcus_sp_WH_7803.fa_2Z87P.faa.final_tree.fa___photo_hmms___5eb31938f71b9c04b1a399d45528498d8081097739197fa9c61735aa,60.65
PsbA-nuc-Synechococcus_sp_WH_7803.fa_2Z87P.faa.final_tree.fa___photo_hmms___f8c6fc1b54e453e266e087e6845aec2d8da8f2d1342d62d13a5aafcc,60.98
PsbA-nuc-Synechococcus_sp_WH_7803.fa_2Z87P.faa.final_tree.fa___photo_hmms___f30d98fb7e2b3c63f42b745160f6ed8c1b0498c2dfe8894a91af2306,60.65
PsbA-nuc-Synechococcus_sp_WH_7803.fa_2Z87P.faa.final_tree.fa___photo_hmms___0aeca9f08525d2e755728ed70b1c1863dafdf1646586ac3cfb01ea7f,60.51
PsbA-nuc-Synechococcus_sp_WH_8016.fa_2Z87P.faa.final_tree.fa___photo_hmms___dced90d3dc76d2e998a397420d4a6cfa3b5b758aa0c4847b0de5817c,57.02
PsbA-nuc-Synechococcus_sp_WH_8016.fa_2Z87P.faa.final_tree.fa___photo_hmms___4b930c82778260fd422f4c60b42858aa13e5a9519f36daba723d167c,57.74
PsbA-nuc-Synechococcus_sp_WH_8016.fa_2Z87P.faa.final_tree.fa___photo_hmms___2dcb18822a453e735687c798f160e0761b97be5cae0c75b98d4ad5eb,56.11
PsbA-nuc-Synechococcus_sp_WH_8016.fa_2Z87P.faa.final_tree.fa___photo_hmms___bb60e85ecff5157b39a6b95144660f34d270ea1b534feec97d815eaf,55.78
PsbA-nuc-Synechococcus_sp_WH_8016.fa_2Z87P.faa.final_tree.fa___photo_hmms___6224c76922147080fd45de71107d673a4ba213b4c30a427fc3383e08,55.41
PsbA-nuc-Synechococcus_sp_WH_8016.fa_2Z87P.faa.final_tree.fa___photo_hmms___aac1e3a6027f9200827e792fa9e74e394052fe3e8e7226ef4ef7c7c1,55.68
PsbA-nuc-Synechococcus_sp_WH_8016.fa_2Z87P.faa.final_tree.fa___photo_hmms___93b42112c5ce9d30e529c000944112fcd46e75ad4a4ff73c9cb14de2,55.34
PsbA-nuc-Synechococcus_sp_WH_8020.fa_2Z87P.faa.final_tree.fa___photo_hmms___8fdf312d2f113ff0556f5da68e5b49b10569c5a7defbc06cc05c52d4,54.97
PsbA-nuc-Synechococcus_sp_WH_8020.fa_2Z87P.faa.final_tree.fa___photo_hmms___2711d9dc8252fda51904d27d68b8dc0f84c4537114755ef77cc2cc8b,56.72
PsbA-nuc-Synechococcus_sp_WH_8020.fa_2Z87P.faa.final_tree.fa___photo_hmms___55b6da8682654873860d92f2959882d8529b4a95bd24a24822b8c438,56.67
PsbA-nuc-Synechococcus_sp_WH_8101.fa_2Z87P.faa.final_tree.fa___photo_hmms___7add5ae3efb13d8ae6817f6a1719e5d6b39e5e46f3f5a697985d50ab,60.74
PsbA-nuc-Synechococcus_sp_WH_8101.fa_2Z87P.faa.final_tree.fa___photo_hmms___eae0299539f62fa6a8b49c8e911cb7e06200e716390dde4f627cb044,61.17
PsbA-nuc-Synechococcus_sp_WH_8101.fa_2Z87P.faa.final_tree.fa___photo_hmms___3be215e60251946e5c976f04ff2731c4675bd3032abd5ffe5f50e710,60.46
PsbA-nuc-Synechococcus_sp_WH_8101.fa_2Z87P.faa.final_tree.fa___photo_hmms___8f1a40ebbb30d23a5ce18e738d95151a2c7a2e0fbf977c3d0d8821a5,59.61
PsbA-nuc-Synechococcus_sp_WH_8101.fa_2Z87P.faa.final_tree.fa___photo_hmms___3bf01664bc663d9a4a5317c4cec94f6761429996f11d1d785a8f3b8a,60.74
PsbA-nuc-Synechococcus_sp_WH_8101.fa_2Z87P.faa.final_tree.fa___photo_hmms___184b6f32d3e0f6bcd8104e006164064b682e1624278a7fbe03125cbd,61.17
PsbA-nuc-Synechococcus_sp_WH_8102.fa_2Z87P.faa.final_tree.fa___photo_hmms___54032c78c35f5ffd5e5fcf76f884585f108c4e33873e6591b50d36b3,60.7
PsbA-nuc-Synechococcus_sp_WH_8102.fa_2Z87P.faa.final_tree.fa___photo_hmms___2e714d89c871fef3e05e29e6b01c4fbb824efaf00970206d3f02d790,59.91
PsbA-nuc-Synechococcus_sp_WH_8102.fa_2Z87P.faa.final_tree.fa___photo_hmms___29a34e1b190cf4668c82d53e8205d6d9501f7fcb3316f4324c4cd3a8,58.96
PsbA-nuc-Synechococcus_sp_WH_8102.fa_2Z87P.faa.final_tree.fa___photo_hmms___508afaefe6b10d161102b533b022fe181530ff996d0f979af16cbe90,60.09
PsbA-nuc-Synechococcus_sp_WH_8102.fa_2Z87P.faa.final_tree.fa___photo_hmms___c8f0acbec672c1d3693edd9fc96e71caeb8150ed6f2ea3e7978e9a11,60.09
PsbA-nuc-Synechococcus_sp_WH_8102.fa_2Z87P.faa.final_tree.fa___photo_hmms___41740d40a3fa2c6eaa2a7e58289339d2d657e2e5b392c77f37d884de,61.08
PsbA-nuc-Synechococcus_sp_WH_8103.fa_2Z87P.faa.final_tree.fa___photo_hmms___b033baf478d81d9314aeb5cb0272326aa2b0f94a7329f896c122f4dd,61.36
PsbA-nuc-Synechococcus_sp_WH_8103.fa_2Z87P.faa.final_tree.fa___photo_hmms___aa4a382ee3ae80e99680e44924d7d67ed950787ee7af30c351083709,59.05
PsbA-nuc-Synechococcus_sp_WH_8103.fa_2Z87P.faa.final_tree.fa___photo_hmms___99c6bfa7e54e6cd399610f0e09ba345c2a0bd0fe5efba3e3933de297,60.09
PsbA-nuc-Synechococcus_sp_WH_8103.fa_2Z87P.faa.final_tree.fa___photo_hmms___49cc5175626b84432f12482db8d2e768a456ff18b8de478ebe3dc901,60.09
PsbA-nuc-Synechococcus_sp_WH_8103.fa_2Z87P.faa.final_tree.fa___photo_hmms___6e5dc03402b30c814e1d7c6c96148c1b0a2aec4452d639241d8de821,61.55
PsbA-nuc-Synechococcus_sp_WH_8109.fa_2Z87P.faa.final_tree.fa___photo_hmms___c48ea1b7c29ff9e47309f1205c489510dd0d69de43a3763598ddbbcc,59.91
PsbA-nuc-Synechococcus_sp_WH_8109.fa_2Z87P.faa.final_tree.fa___photo_hmms___2fd0629eb3b689a2f9fdbbb34a8e2d57d40849cce36d35d184375bde,59.91
PsbA-nuc-Synechococcus_sp_WH_8109.fa_2Z87P.faa.final_tree.fa___photo_hmms___a2f8a72ff1392372b8a310cfece9ef5c24e01c45cf6ed7453ba1cf17,58.5
PsbA-nuc-Synechococcus_sp_WH_8109.fa_2Z87P.faa.final_tree.fa___photo_hmms___f91ec51f11c45a3503a1bbc68e44a8e122ff4988d58623d78dcce063,60.04
PsbA-nuc-Synechococcus_sp_WH_8109.fa_2Z87P.faa.final_tree.fa___photo_hmms___dc74717853dbb1933bc12a6bd5d42faaba7ecb48075fafdf1055a263,56.59
PsbA-nuc-Synechococcus_sp_WH_8109.fa_2Z87P.faa.final_tree.fa___photo_hmms___782c15376af99e8b7cc6cf5064ee83ee8a550896eb9eabf882aba1e0,60.13
PsbA-nuc-Synechocystis_sp_IPPAS_B-1465.fa_2Z87P.faa.final_tree.fa___photo_hmms___f9f2f178425008da772a665d3905251488ddcc31ecc47e1dbfd14367,51.43
PsbA-nuc-Synechocystis_sp_IPPAS_B-1465.fa_2Z87P.faa.final_tree.fa___photo_hmms___b271bfead0373f41875c10eb35105ee418db3484f105c132d8fd9b15,53.26
PsbA-nuc-Synechocystis_sp_IPPAS_B-1465.fa_2Z87P.faa.final_tree.fa___photo_hmms___c2ce5c9cdad3d47d1923499732c034e30fdf16e7e4cd71d0f63e3200,51.43
PsbA-nuc-Synechocystis_sp_IPPAS_B-1465.fa_2Z87P.faa.final_tree.fa___photo_hmms___e48780f8cfd7678bfc778e8cbdc80ec1229168545d46d08bbcaf6ebf,52.69
PsbA-nuc-Synechocystis_sp_IPPAS_B-1465.fa_2Z87P.faa.final_tree.fa___photo_hmms___2316e398ec4895e40457080aeca966ba9b80b238bc91e22590a4a768,47.65
PsbA-nuc-Synechocystis_sp_PCC_6714.fa_2Z87P.faa.final_tree.fa___photo_hmms___95d8d8e63b71cecdd77a50b8711e74ce10907f98722aa6b150585b97,53.92
PsbA-nuc-Synechocystis_sp_PCC_6714.fa_2Z87P.faa.final_tree.fa___photo_hmms___3e3366eea8e17fef60468647419a4e450aa5216d6b0f71af9877dc90,51.34
PsbA-nuc-Synechocystis_sp_PCC_6714.fa_2Z87P.faa.final_tree.fa___photo_hmms___8caf86db506044d5012eed8ba51ba4b0371549a00d1cb80b87b7df08,51.34
PsbA-nuc-Synechocystis_sp_PCC_6714.fa_2Z87P.faa.final_tree.fa___photo_hmms___9a1c57007edb1628f07f2b6dd1e707f393661720a5557d6caca2b7c0,53.07
PsbA-nuc-Synechocystis_sp_PCC_6803.fa_2Z87P.faa.final_tree.fa___photo_hmms___4788f48d12c9ee56dfc70bce83ae2bc718c0301e00e6b3868e4d5d8b,51.43
PsbA-nuc-Synechocystis_sp_PCC_6803.fa_2Z87P.faa.final_tree.fa___photo_hmms___df0e542494044919e13fe18b26dc9436866624bd877480fd0eed3845,53.26
PsbA-nuc-Synechocystis_sp_PCC_6803.fa_2Z87P.faa.final_tree.fa___photo_hmms___e25afd62dc5d34e64fbaae10700cb486ad177840d39373f89b2d0e9e,51.25
PsbA-nuc-Synechocystis_sp_PCC_6803.fa_2Z87P.faa.final_tree.fa___photo_hmms___43527452da47289e76c95f7df035d318dd50ed362d71dd9549c5c432,52.69
PsbA-nuc-Synechocystis_sp_PCC_6803.fa_2Z87P.faa.final_tree.fa___photo_hmms___d5813963cfd9703aff3618cc57dd18287a7537ccd4924aae062eed2c,47.65
PsbA-nuc-Synechocystis_sp_PCC_7338.fa_2Z87P.faa.final_tree.fa___photo_hmms___3f37c482b3f61d224e07c59dcecd3f689075e61c49a36c547bd75ab8,47.18
PsbA-nuc-Synechocystis_sp_PCC_7338.fa_2Z87P.faa.final_tree.fa___photo_hmms___6e33b72756978b3dad495992a2a468832eb7010e5319e1862bb257f0,50.97
PsbA-nuc-Synechocystis_sp_PCC_7338.fa_2Z87P.faa.final_tree.fa___photo_hmms___315b2eee34496ce84d051b126e3ff378ff7c6e6045c72346790a8403,50.97
PsbA-nuc-Synechocystis_sp_PCC_7338.fa_2Z87P.faa.final_tree.fa___photo_hmms___6838b263b15d9b9aa8bd1c8ad8d3e6edfbed613c154ca931b5b1642a,52.41
PsbA-nuc-Synechocystis_sp_PCC_7338.fa_2Z87P.faa.final_tree.fa___photo_hmms___853beab5888c41d887fef9afb58e0cd4980d250ea204febac88810b7,52.6
PsbA-nuc-Synechocystis_sp_PCC_7509.fa_2Z87P.faa.final_tree.fa___photo_hmms___f7ea0b52b186e19ade2888cc81ae712e9b90161354f10ba3bf247c35,49.31
PsbA-nuc-Synechocystis_sp_PCC_7509.fa_2Z87P.faa.final_tree.fa___photo_hmms___071064d57c6392194597de4c2cd4d7625754bcc246ea41272722c502,48.86
PsbA-nuc-Synechocystis_sp_PCC_7509.fa_2Z87P.faa.final_tree.fa___photo_hmms___db9771ab0aa8b2dba3cab7249388699ed4c664ebd44f8a7730b95f48,49.15
PsbA-nuc-Synechocystis_sp_PCC_7509.fa_2Z87P.faa.final_tree.fa___photo_hmms___afd275957ab21ea63439e85ec8ff603f9af56839c69bc47a991416d8,49.31
PsbA-nuc-Thermoleptolyngbya_sp_PKUAC-SCTA183.fa_2Z87P.faa.final_tree.fa___photo_hmms___a196d6f9f5bdf245a67de8c61ae66c798c7287b2ad7d1581dc0d55d9,59.0
PsbA-nuc-Thermoleptolyngbya_sp_PKUAC-SCTA183.fa_2Z87P.faa.final_tree.fa___photo_hmms___e1571ab940b3f8c52f38f817ab0d1e070a94f5c93c2c44b4b32265d1,58.45
PsbA-nuc-Thermoleptolyngbya_sp_PKUAC-SCTA183.fa_2Z87P.faa.final_tree.fa___photo_hmms___d1e39d01bc3edab3b7489bb4085cb3bc4ca522db2b4b379a7af3e2f1,59.02
PsbA-nuc-Thermoleptolyngbya_sp_PKUAC-SCTA183.fa_2Z87P.faa.final_tree.fa___photo_hmms___c90879c7fb298eaed5ba06cbad9c306562c12ad0caa1dde461c6ac2c,58.45
PsbA-nuc-Thermoleptolyngbya_sp_PKUAC-SCTA183.fa_2Z87P.faa.final_tree.fa___photo_hmms___93cfc6475ff66436e670a386983be7ece0254c2f02654e3648db73c7,58.92
PsbA-nuc-Thermosynechococcus_elongatus_BP-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___01d598b40b12d9c43107c892ca8b430332ba7ce2f01c1fb458668822,58.07
PsbA-nuc-Thermosynechococcus_elongatus_BP-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___c5785d9597c9419fee6f73cab228c8d53c4910186a24b5c7cb29dac3,54.57
PsbA-nuc-Thermosynechococcus_elongatus_BP-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___5955f4c85eb58519cd7e7948b7de2a42fe927242ce1f825a8581e942,58.07
PsbA-nuc-Thermosynechococcus_elongatus_BP-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___82ca55f02e467a29e4a15ddb634b38db2268d19d4eeeb7afe14fbb6b,55.12
PsbA-nuc-Thermosynechococcus_elongatus_BP-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___6da73b69c54c779bb7f900d1dc5fd3202b8b8c009d72d84c799717b6,53.28
PsbA-nuc-Thermosynechococcus_elongatus_PKUAC-SCTE542.fa_2Z87P.faa.final_tree.fa___photo_hmms___33939f66ee02e0ca9520251b850ed607b45d6ea0f89e6512185e6f92,54.39
PsbA-nuc-Thermosynechococcus_elongatus_PKUAC-SCTE542.fa_2Z87P.faa.final_tree.fa___photo_hmms___1fbfceda7352646a1b9ed4e8fffb90ecc3fcc28c9ff0cada3dbfff6e,57.51
PsbA-nuc-Thermosynechococcus_elongatus_PKUAC-SCTE542.fa_2Z87P.faa.final_tree.fa___photo_hmms___0069e15fc199c600b569d9131886f6d147303bf44ff8f6a81283a024,57.51
PsbA-nuc-Thermosynechococcus_elongatus_PKUAC-SCTE542.fa_2Z87P.faa.final_tree.fa___photo_hmms___0267c2f6afaedd4802f55db444a9540a0b0c17d0408b78f5414eada4,53.83
PsbA-nuc-Thermosynechococcus_sp_CL-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___4d9ed4361988f0cfdeba37af537668f47f059ccf97f6b1ebf1d4a8e4,55.22
PsbA-nuc-Thermosynechococcus_sp_CL-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___5fc08763eb9be14261b8a2d51d9329e8208188e44e6ebf406880a42f,53.0
PsbA-nuc-Thermosynechococcus_sp_CL-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___5a2c3d712f0e55d948b9a98bc0d2083d69bb98315940ac23bdd44a6f,54.76
PsbA-nuc-Thermosynechococcus_sp_TA-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___54dcc2688371c3cdf2fe7f40cf3fc04e4403e47c5eebfd09a8875836,58.07
PsbA-nuc-Thermosynechococcus_sp_TA-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___0f55e114bad1c7609a6dea4b1eca9ab7bff452d831c4ec2fc3778047,53.46
